run_name,seed,output_dir,run_type,rounds,initial_trusted_count,queried_count,device,noise_type,realized_flip_rate,best_val_accuracy,best_val_macro_f1,best_val_ece,best_val_macro_auroc,best_val_aurc,test_uncal_accuracy,test_uncal_macro_f1,test_uncal_ece,test_uncal_macro_auroc,test_uncal_aurc,test_cal_accuracy,test_cal_macro_f1,test_cal_ece,test_cal_macro_auroc,test_cal_aurc,test_cal_coverage_at_0_5,test_cal_risk_at_0_5
q1-ham10000-convnext-no-repair,42,/content/drive/MyDrive/TrustQueryNet/artifacts/final_evidence/q1-ham10000-convnext-no-repair-final-e12-multiseed/seed-42,active_learning,1,703,0,cuda,pre_applied,0.04624359704040979,0.8375499334221038,0.7280498520507491,0.04174276618919425,0.9326094097986711,0.06434349931991333,0.8296296296296296,0.7136914136326793,0.03996176115591518,0.9450168129525929,0.06362205579026556,0.8296296296296296,0.7136914136326793,0.04611862769431939,0.9445839863179606,0.06359850505532197,0.9494949494949495,0.1475177304964539
q1-ham10000-convnext-no-repair,52,/content/drive/MyDrive/TrustQueryNet/artifacts/final_evidence/q1-ham10000-convnext-no-repair-final-e12-multiseed/seed-52,active_learning,1,703,0,cuda,pre_applied,0.0443938531587934,0.8315579227696405,0.7153767374548489,0.04940287475182752,0.9410940093360735,0.06613131102969849,0.8363636363636363,0.7356673461592474,0.04940904338753186,0.9344848998214118,0.06581387439655026,0.8363636363636363,0.7356673461592474,0.031034672420835654,0.9344305338161403,0.06623811091507903,0.9569023569023569,0.14919071076706547
q1-ham10000-convnext-no-repair,62,/content/drive/MyDrive/TrustQueryNet/artifacts/final_evidence/q1-ham10000-convnext-no-repair-final-e12-multiseed/seed-62,active_learning,1,703,0,cuda,pre_applied,0.049373932840068295,0.8288948069241012,0.7123463046882292,0.03995530811273621,0.9604116126939226,0.04447537492349036,0.8410774410774411,0.7110096325669962,0.038494501932702874,0.9601126656428118,0.04630379476964221,0.8410774410774411,0.7110096325669962,0.027125762548510877,0.9597343624092577,0.04616608726201576,0.9387205387205387,0.13127690100430411
q1-ham10000-convnext-no-repair,72,/content/drive/MyDrive/TrustQueryNet/artifacts/final_evidence/q1-ham10000-convnext-no-repair-final-e12-multiseed/seed-72,active_learning,1,703,0,cuda,pre_applied,0.049943084803642575,0.8268974700399467,0.7070827475271081,0.039172803474647216,0.9575969676707005,0.060978950587962835,0.8309764309764309,0.6999050423884652,0.03390521631899104,0.9585997588118124,0.0651704181949997,0.8309764309764309,0.6999050423884652,0.033520867507465746,0.9586175767843919,0.06484761532262437,0.9488215488215488,0.1462029808374734
q1-ham10000-convnext-no-repair,82,/content/drive/MyDrive/TrustQueryNet/artifacts/final_evidence/q1-ham10000-convnext-no-repair-final-e12-multiseed/seed-82,active_learning,1,703,0,cuda,pre_applied,0.05179282868525897,0.844207723035952,0.7346558190770623,0.031594946603482964,0.9431782885040765,0.07026735884415536,0.8222222222222222,0.7121148096181056,0.05213540220501444,0.9339516708172945,0.07057249254530781,0.8222222222222222,0.7121148096181056,0.04004919555050756,0.9328645842525651,0.07001272432554939,0.9461279461279462,0.1501779359430605
